OBJECTID,BUA11,BUASD11,CALNCV,CED,CTRY,DOINTR,DOTERM,ICB,IMD,ITL,LAT,LEP1,LEP2,LONG,LSOA11,LSOA21,MSOA11,MSOA21,NHSER,OA11,OA21,OAC11,OSCTY,OSEAST1M,OSGRDIND,OSHLTHAU,OSLAUA,OSNRTH1M,OSWARD,PARISH,PARK,PCD,PCD2,PCDS,PCON,PFA,RGN,RU11IND,RUC21IND,SICBL,TTWA,USERTYPE,WZ11
"891231",,W38999999,W99999999,W99999999,W92000004,"198001",,W99999999,"1254",W06000002,52.9373245239258,W99999999,,-4.01236820220947,W01000074,W01000074,W02000022,W02000022,W99999999,W00000388,W00000388,1B1,W99999999,"264855","1",W11000023,W06000002,"0339664",W05001541,W04000099,W18000003,LL414HY,LL41 4HY,LL41 4HY,W07000096,W15000001,W99999999,E2,RSF1,W11000023,W22000033,"0",W35000973
"891484",W450,W38999999,W99999999,W99999999,W92000004,"198001",,W99999999,"1339",W06000002,52.7760429382324,W99999999,,-4.09352016448975,W01000069,W01002003,W02000022,W02000022,W99999999,W00000356,W00000356,1A4,W99999999,"258879","1",W11000023,W06000002,"0321882",W05001532,W04000062,W18000003,LL432AA,LL43 2AA,LL43 2AA,W07000096,W15000001,W99999999,E2,RSF1,W11000023,W22000033,"0",W35000969
"891485",W450,W38999999,W99999999,W99999999,W92000004,"198001",,W99999999,"1339",W06000002,52.7774543762207,W99999999,,-4.09416580200195,W01000069,W01002003,W02000022,W02000022,W99999999,W00000356,W00000356,1A4,W99999999,"258840","1",W11000023,W06000002,"0322040",W05001532,W04000062,W18000003,LL432AB,LL43 2AB,LL43 2AB,W07000096,W15000001,W99999999,E2,RSF1,W11000023,W22000033,"0",W35000969
"891486",,W38999999,W99999999,W99999999,W92000004,"198001",,W99999999,"1339",W06000002,52.7765769958496,W99999999,,-4.0979790687561,W01000069,W01002003,W02000022,W02000022,W99999999,W00000351,W00000351,1C3,W99999999,"258580","1",W11000023,W06000002,"0321950",W05001532,W04000062,W18000003,LL432AD,LL43 2AD,LL43 2AD,W07000096,W15000001,W99999999,E2,RSF1,W11000023,W22000033,"0",W35000969
"891487",W450,W38999999,W99999999,W99999999,W92000004,"198001",,W99999999,"1339",W06000002,52.7781600952148,W99999999,,-4.09538602828979,W01000069,W01002003,W02000022,W02000022,W99999999,W00000356,W00000356,1A4,W99999999,"258760","1",W11000023,W06000002,"0322121",W05001532,W04000062,W18000003,LL432AE,LL43 2AE,LL43 2AE,W07000096,W15000001,W99999999,E2,RSF1,W11000023,W22000033,"0",W35000969
"891488",W450,W38999999,W99999999,W99999999,W92000004,"198001",,W99999999,"1339",W06000002,52.779483795166,W99999999,,-4.09617614746094,W01000069,W01002003,W02000022,W02000022,W99999999,W00000351,W00000351,1C3,W99999999,"258711","1",W11000023,W06000002,"0322270",W05001532,W04000062,W18000003,LL432AF,LL43 2AF,LL43 2AF,W07000096,W15000001,W99999999,E2,RSF1,W11000023,W22000033,"0",W35000969
"891489",W450,W38999999,W99999999,W99999999,W92000004,"198001",,W99999999,"1339",W06000002,52.7762222290039,W99999999,,-4.09100818634033,W01000069,W01002003,W02000022,W02000022,W99999999,W00000356,W00000356,1A4,W99999999,"259049","1",W11000023,W06000002,"0321897",W05001532,W04000062,W18000003,LL432AG,LL43 2AG,LL43 2AG,W07000096,W15000001,W99999999,E2,RSF1,W11000023,W22000033,"0",W35000969
"891490",W450,W38999999,W99999999,W99999999,W92000004,"198001",,W99999999,"1339",W06000002,52.7761383056641,W99999999,,-4.08971405029297,W01000069,W01002003,W02000022,W02000022,W99999999,W00000351,W00000351,1C3,W99999999,"259136","1",W11000023,W06000002,"0321885",W05001532,W04000062,W18000003,LL432AH,LL43 2AH,LL43 2AH,W07000096,W15000001,W99999999,E2,RSF1,W11000023,W22000033,"0",W35000969
"891491",W450,W38999999,W99999999,W99999999,W92000004,"198001",,W99999999,"1339",W06000002,52.7712821960449,W99999999,,-4.10197877883911,W01000069,W01002003,W02000022,W02000022,W99999999,W00000351,W00000351,1C3,W99999999,"258293","1",W11000023,W06000002,"0321369",W05001532,W04000062,W18000003,LL432AJ,LL43 2AJ,LL43 2AJ,W07000096,W15000001,W99999999,E2,RSF1,W11000023,W22000033,"0",W35000969
"891492",W450,W38999999,W99999999,W99999999,W92000004,"198001",,W99999999,"1339",W06000002,52.7771377563477,W99999999,,-4.09217882156372,W01000069,W01002003,W02000022,W02000022,W99999999,W00000356,W00000356,1A4,W99999999,"258973","1",W11000023,W06000002,"0322001",W05001532,W04000062,W18000003,LL432AL,LL43 2AL,LL43 2AL,W07000096,W15000001,W99999999,E2,RSF1,W11000023,W22000033,"0",W35000969
