OBJECTID,BUA11,BUASD11,CALNCV,CED,CTRY,DOINTR,DOTERM,ICB,IMD,ITL,LAT,LEP1,LEP2,LONG,LSOA11,LSOA21,MSOA11,MSOA21,NHSER,OA11,OA21,OAC11,OSCTY,OSEAST1M,OSGRDIND,OSHLTHAU,OSLAUA,OSNRTH1M,OSWARD,PARISH,PARK,PCD,PCD2,PCDS,PCON,PFA,RGN,RU11IND,RUC21IND,SICBL,TTWA,USERTYPE,WZ11
"1573834",W450,W38000133,W99999999,W99999999,W92000004,"201612",,W99999999,"1014",W06000008,52.4119110107422,W99999999,,-4.08442115783691,W01000517,W01000517,W02000117,W02000117,W99999999,W00002763,W00002763,2A2,W99999999,"258322","1",W11000025,W06000008,"0281366",W05001302,W04000359,W31000001,SY231AB,SY23 1AB,SY23 1AB,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001401
"1573835",W450,W38000133,W99999999,W99999999,W92000004,"202402",,W99999999,"1546",W06000008,52.4125938415527,W99999999,,-4.07730722427368,W01000512,W01000512,W02000117,W02000117,W99999999,W00002738,W00002738,2A1,W99999999,"258808","1",W11000025,W06000008,"0281428",W05001300,W04000359,W31000001,SY231AE,SY23 1AE,SY23 1AE,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001399
"1573840",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"1014",W06000008,52.4107971191406,W99999999,,-4.0852952003479,W01000517,W01000517,W02000117,W02000117,W99999999,W00002763,W00002763,2A2,W99999999,"258259","1",W11000025,W06000008,"0281244",W05001302,W04000359,W31000001,SY231BD,SY23 1BD,SY23 1BD,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001401
"1573858",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"784",W06000008,52.4145774841309,W99999999,,-4.08454704284668,W01000513,W01000513,W02000117,W02000117,W99999999,W00002739,W00002739,2A2,W99999999,"258322","1",W11000025,W06000008,"0281663",W05001300,W04000359,W31000001,SY231DE,SY23 1DE,SY23 1DE,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001396
"1573860",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"784",W06000008,52.4146881103516,W99999999,,-4.08555221557617,W01000513,W01000513,W02000117,W02000117,W99999999,W00002742,W00002742,2A2,W99999999,"258254","1",W11000025,W06000008,"0281677",W05001300,W04000359,W31000001,SY231DL,SY23 1DL,SY23 1DL,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35000212
"1573861",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"1014",W06000008,52.4142227172852,W99999999,,-4.08732414245605,W01000517,W01000517,W02000117,W02000117,W99999999,W00002771,W00002771,2A2,W99999999,"258132","1",W11000025,W06000008,"0281629",W05001302,W04000359,W31000001,SY231DT,SY23 1DT,SY23 1DT,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001401
"1573862",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"1014",W06000008,52.4135208129883,W99999999,,-4.08686494827271,W01000517,W01000517,W02000117,W02000117,W99999999,W00002771,W00002771,2A2,W99999999,"258161","1",W11000025,W06000008,"0281550",W05001302,W04000359,W31000001,SY231DU,SY23 1DU,SY23 1DU,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001401
"1573863",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"1014",W06000008,52.4140396118164,W99999999,,-4.08660984039307,W01000517,W01000517,W02000117,W02000117,W99999999,W00002771,W00002771,2A2,W99999999,"258180","1",W11000025,W06000008,"0281607",W05001302,W04000359,W31000001,SY231DW,SY23 1DW,SY23 1DW,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001401
"1573864",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"1014",W06000008,52.4134750366211,W99999999,,-4.08640718460083,W01000517,W01000517,W02000117,W02000117,W99999999,W00002764,W00002764,2A2,W99999999,"258192","1",W11000025,W06000008,"0281544",W05001302,W04000359,W31000001,SY231DX,SY23 1DX,SY23 1DX,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001401
"1573865",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"1014",W06000008,52.4133758544922,W99999999,,-4.08760690689087,W01000517,W01000517,W02000117,W02000117,W99999999,W00002771,W00002771,2A2,W99999999,"258110","1",W11000025,W06000008,"0281535",W05001302,W04000359,W31000001,SY231DY,SY23 1DY,SY23 1DY,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001401
"1573866",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"1014",W06000008,52.4127655029297,W99999999,,-4.08896112442017,W01000517,W01000517,W02000117,W02000117,W99999999,W00002771,W00002771,2A2,W99999999,"258016","1",W11000025,W06000008,"0281470",W05001302,W04000359,W31000001,SY231DZ,SY23 1DZ,SY23 1DZ,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001401
"1573867",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"784",W06000008,52.4144821166992,W99999999,,-4.08548307418823,W01000513,W01000513,W02000117,W02000117,W99999999,W00002742,W00002742,2A2,W99999999,"258258","1",W11000025,W06000008,"0281654",W05001300,W04000359,W31000001,SY231EA,SY23 1EA,SY23 1EA,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"1",W35000212
"1573868",W450,W38000133,W99999999,W99999999,W92000004,"199507",,W99999999,"784",W06000008,52.4131469726562,W99999999,,-4.08512592315674,W01000513,W01000513,W02000117,W02000117,W99999999,W00002743,W00002743,2A2,W99999999,"258278","1",W11000025,W06000008,"0281505",W05001300,W04000359,W31000001,SY231EB,SY23 1EB,SY23 1EB,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001396
"1573869",W450,W38000133,W99999999,W99999999,W92000004,"200701",,W99999999,"1546",W06000008,52.4145965576172,W99999999,,-4.0712251663208,W01000512,W01000512,W02000117,W02000117,W99999999,W00002736,W00002736,5B1,W99999999,"259228","1",W11000025,W06000008,"0281639",W05001300,W04000359,W31000001,SY231ED,SY23 1ED,SY23 1ED,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35000210
"1573870",W450,W38000133,W99999999,W99999999,W92000004,"200409",,W99999999,"1546",W06000008,52.4139595031738,W99999999,,-4.07126903533936,W01000512,W01000512,W02000117,W02000117,W99999999,W00002736,W00002736,5B1,W99999999,"259223","1",W11000025,W06000008,"0281568",W05001300,W04000359,W31000001,SY231EE,SY23 1EE,SY23 1EE,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35000210
"1573871",W450,W38000133,W99999999,W99999999,W92000004,"201308",,W99999999,"1546",W06000008,52.413402557373,W99999999,,-4.07105112075806,W01000512,W01000512,W02000117,W02000117,W99999999,W00002736,W00002736,5B1,W99999999,"259236","1",W11000025,W06000008,"0281506",W05001300,W04000359,W31000001,SY231EF,SY23 1EF,SY23 1EF,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35000210
"1573872",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"1546",W06000008,52.4157905578613,W99999999,,-4.07754516601562,W01000512,W01000512,W02000117,W02000117,W99999999,W00002738,W00002738,2A1,W99999999,"258802","1",W11000025,W06000008,"0281784",W05001300,W04000359,W31000001,SY231EH,SY23 1EH,SY23 1EH,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001399
"1573873",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"1546",W06000008,52.4157829284668,W99999999,,-4.07688283920288,W01000512,W01000512,W02000117,W02000117,W99999999,W00002737,W00002737,2A3,W99999999,"258847","1",W11000025,W06000008,"0281782",W05001300,W04000359,W31000001,SY231EJ,SY23 1EJ,SY23 1EJ,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001399
"1573874",W450,W38000133,W99999999,W99999999,W92000004,"198001",,W99999999,"1546",W06000008,52.4157447814941,W99999999,,-4.07594013214111,W01000512,W01000512,W02000117,W02000117,W99999999,W00010064,W00010064,"7D1",W99999999,"258911","1",W11000025,W06000008,"0281776",W05001300,W04000359,W31000001,SY231EL,SY23 1EL,SY23 1EL,W07000093,W15000004,W99999999,C2,UF1,W11000025,W22000021,"0",W35001399
