OBJECTID,BUA11,BUASD11,CALNCV,CED,CTRY,DOINTR,DOTERM,ICB,IMD,ITL,LAT,LEP1,LEP2,LONG,LSOA11,LSOA21,MSOA11,MSOA21,NHSER,OA11,OA21,OAC11,OSCTY,OSEAST1M,OSGRDIND,OSHLTHAU,OSLAUA,OSNRTH1M,OSWARD,PARISH,PARK,PCD,PCD2,PCDS,PCON,PFA,RGN,RU11IND,RUC21IND,SICBL,TTWA,USERTYPE,WZ11
"628175",S999,S99999999,S99999999,S99999999,S92000003,"201909",,S99999999,"2747",S30000014,55.9577293395996,S99999999,,-4.57072877883911,S01013215,S01020590,S02002474,S02003806,S99999999,S00096379,S00179612,7C1,S99999999,"239607","1",S08000031,S12000039,"0676842",S13003123,S99999999,S99999999,G82 2BW,G82  2BW,G82 2BW,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34000092
"628176",S999,S99999999,S99999999,S99999999,S92000003,"201807",,S99999999,"2747",S30000014,55.9572525024414,S99999999,,-4.56986522674561,S01013215,S01020590,S02002474,S02003806,S99999999,S00096379,S00179612,7C1,S99999999,"239659","1",S08000031,S12000039,"0676787",S13003123,S99999999,S99999999,G82 2BX,G82  2BX,G82 2BX,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34000092
"628213",S999,S99999999,S99999999,S99999999,S92000003,"201308",,S99999999,"2747",S30000014,55.956657409668,S99999999,,-4.56665277481079,S01013215,S01020590,S02002474,S02003806,S99999999,S00096379,S00179618,7C1,S99999999,"239857","1",S08000031,S12000039,"0676713",S13003123,S99999999,S99999999,G82 2EY,G82  2EY,G82 2EY,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34000092
"628214",S999,S99999999,S99999999,S99999999,S92000003,"201211",,S99999999,"2747",S30000014,55.9555587768555,S99999999,,-4.5649299621582,S01013215,S01020590,S02002474,S02003806,S99999999,S00096379,S00179624,7C1,S99999999,"239960","1",S08000031,S12000039,"0676587",S13003123,S99999999,S99999999,G82 2EZ,G82  2EZ,G82 2EZ,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34000092
"628266",S999,S99999999,S99999999,S99999999,S92000003,"201307",,S99999999,"2747",S30000014,55.9559516906738,S99999999,,-4.56516408920288,S01013215,S01020590,S02002474,S02003806,S99999999,S00096379,S00179624,7C1,S99999999,"239947","1",S08000031,S12000039,"0676631",S13003123,S99999999,S99999999,G82 2NP,G82  2NP,G82 2NP,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34000092
"628267",S999,S99999999,S99999999,S99999999,S92000003,"201309",,S99999999,"2747",S30000014,55.9562492370605,S99999999,,-4.56409502029419,S01013215,S01020590,S02002474,S02003806,S99999999,S00096379,S00179622,7C1,S99999999,"240015","1",S08000031,S12000039,"0676662",S13003123,S99999999,S99999999,G82 2NQ,G82  2NQ,G82 2NQ,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34000092
"628268",S999,S99999999,S99999999,S99999999,S92000003,"201406",,S99999999,"2747",S30000014,55.9566497802734,S99999999,,-4.5655951499939,S01013215,S01020590,S02002474,S02003806,S99999999,S00096379,S00179622,7C1,S99999999,"239923","1",S08000031,S12000039,"0676710",S13003123,S99999999,S99999999,G82 2NR,G82  2NR,G82 2NR,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34000092
"628269",S999,S99999999,S99999999,S99999999,S92000003,"201502",,S99999999,"2747",S30000014,55.9567108154297,S99999999,,-4.56757020950317,S01013215,S01020590,S02002474,S02003806,S99999999,S00096379,S00179624,7C1,S99999999,"239800","1",S08000031,S12000039,"0676721",S13003123,S99999999,S99999999,G82 2NS,G82  2NS,G82 2NS,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34000092
"628272",S999,S99999999,S99999999,S99999999,S92000003,"201409",,S99999999,"2747",S30000014,55.9569320678711,S99999999,,-4.56638288497925,S01013215,S01020590,S02002474,S02003806,S99999999,S00096379,S00179622,7C1,S99999999,"239875","1",S08000031,S12000039,"0676743",S13003123,S99999999,S99999999,G82 2NW,G82  2NW,G82 2NW,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34000092
"628324",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"3072",S30000014,55.9480934143066,S99999999,,-4.52642679214478,S01013179,S01020597,S02002469,S02003806,S99999999,S00096581,S00179388,1C1,S99999999,"242333","1",S08000031,S12000039,"0675668",S13003124,S99999999,S99999999,G82 2SH,G82  2SH,G82 2SH,S14000106,S23000009,S99999999,"6",,S03000023,S22000054,"0",S34004108
"628456",S999,S99999999,S99999999,S99999999,S92000003,"199512",,S99999999,"3072",S30000014,55.9636764526367,S99999999,,-4.5627589225769,S01013179,S01020597,S02002469,S02003806,S99999999,S00096581,S00179388,1C1,S99999999,"240129","1",S08000031,S12000039,"0677485",S13003123,S99999999,S99999999,G82 3PH,G82  3PH,G82 3PH,S14000106,S23000009,S99999999,"6",,S03000023,S22000054,"0",S34004108
"628463",S999,S99999999,S99999999,S99999999,S92000003,"199812",,S99999999,"3072",S30000014,55.9605369567871,S99999999,,-4.53416013717651,S01013179,S01020597,S02002469,S02003806,S99999999,S00096581,S00179388,1C1,S99999999,"241901","1",S08000031,S12000039,"0677070",S13003124,S99999999,S99999999,G82 3PY,G82  3PY,G82 3PY,S14000106,S23000009,S99999999,"6",,S03000023,S22000054,"0",S34004108
"628471",S999,S99999999,S99999999,S99999999,S92000003,"201101",,S99999999,"2747",S30000014,55.960750579834,S99999999,,-4.56429576873779,S01013215,S01020597,S02002474,S02003806,S99999999,S00096379,S00179388,7C1,S99999999,"240021","1",S08000031,S12000039,"0677163",S13003123,S99999999,S99999999,G82 3RG,G82  3RG,G82 3RG,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34000092
"629289",S999,S99999999,S99999999,S99999999,S92000003,"202105",,S99999999,"2747",S30000014,55.9758071899414,S99999999,,-4.55676603317261,S01013215,S01020591,S02002474,S02003806,S99999999,S00096381,S00179570,6B4,S99999999,"240553","1",S08000031,S12000039,"0678821",S13003123,S99999999,S99999999,G83 9AB,G83  9AB,G83 9AB,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34004119
"629310",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"2086",S30000014,55.9765090942383,S99999999,,-4.56317615509033,S01013217,S01020593,S02002474,S02003806,S99999999,S00096374,S00179556,8B2,S99999999,"240156","1",S08000031,S12000039,"0678914",S13003123,S99999999,S99999999,G83 9BP,G83  9BP,G83 9BP,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34004119
"629312",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"2086",S30000014,55.9761009216309,S99999999,,-4.56212282180786,S01013217,S01020593,S02002474,S02003806,S99999999,S00096376,S00179563,8B2,S99999999,"240220","1",S08000031,S12000039,"0678866",S13003123,S99999999,S99999999,G83 9BS,G83  9BS,G83 9BS,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34004119
"629313",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"942",S30000014,55.9757499694824,S99999999,,-4.56126594543457,S01013216,S01020592,S02002474,S02003806,S99999999,S00096375,S00179572,8B2,S99999999,"240272","1",S08000031,S12000039,"0678825",S13003123,S99999999,S99999999,G83 9BT,G83  9BT,G83 9BT,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34004119
"629314",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"942",S30000014,55.976261138916,S99999999,,-4.56046581268311,S01013216,S01020592,S02002474,S02003806,S99999999,S00096646,S00179571,8B2,S99999999,"240324","1",S08000031,S12000039,"0678880",S13003123,S99999999,S99999999,G83 9BU,G83  9BU,G83 9BU,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34004119
"629316",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"942",S30000014,55.9770927429199,S99999999,,-4.56164312362671,S01013216,S01020592,S02002474,S02003806,S99999999,S00096647,S00179559,"8D1",S99999999,"240254","1",S08000031,S12000039,"0678975",S13003123,S99999999,S99999999,G83 9BX,G83  9BX,G83 9BX,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34004119
"629317",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"2086",S30000014,55.9781379699707,S99999999,,-4.56139183044434,S01013217,S01020593,S02002474,S02003806,S99999999,S00096576,S00179548,"8D1",S99999999,"240274","1",S08000031,S12000039,"0679091",S13003123,S99999999,S99999999,G83 9BY,G83  9BY,G83 9BY,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34004119
"629318",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"942",S30000014,55.9776229858398,S99999999,,-4.56071710586548,S01013216,S01020593,S02002474,S02003806,S99999999,S00096648,S00179548,8B2,S99999999,"240314","1",S08000031,S12000039,"0679032",S13003123,S99999999,S99999999,G83 9BZ,G83  9BZ,G83 9BZ,S14000106,S23000009,S99999999,"2",,S03000023,S22000054,"0",S34004119
