OBJECTID,BUA11,BUASD11,CALNCV,CED,CTRY,DOINTR,DOTERM,ICB,IMD,ITL,LAT,LEP1,LEP2,LONG,LSOA11,LSOA21,MSOA11,MSOA21,NHSER,OA11,OA21,OAC11,OSCTY,OSEAST1M,OSGRDIND,OSHLTHAU,OSLAUA,OSNRTH1M,OSWARD,PARISH,PARK,PCD,PCD2,PCDS,PCON,PFA,RGN,RU11IND,RUC21IND,SICBL,TTWA,USERTYPE,WZ11
"11551",S999,S99999999,S99999999,S99999999,S92000003,"202203",,S99999999,"4459",S30000027,57.5302352905273,S99999999,,-2.00949096679688,S01007052,S01014064,S02001330,S02002612,S99999999,S00091039,S00137645,1B1,S99999999,"399531","1",S08000020,S12000034,"0848900",S13002851,S99999999,S99999999,AB424AA,AB42 4AA,AB42 4AA,S14000062,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
"11553",S999,S99999999,S99999999,S99999999,S92000003,"201103",,S99999999,"4459",S30000027,57.5484580993652,S99999999,,-2.01773309707642,S01007052,S01014064,S02001330,S02002612,S99999999,S00091039,S00137645,1B1,S99999999,"399038","1",S08000020,S12000034,"0850929",S13002851,S99999999,S99999999,AB424AD,AB42 4AD,AB42 4AD,S14000062,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
"11556",S999,S99999999,S99999999,S99999999,S92000003,"201511",,S99999999,"4459",S30000027,57.5301094055176,S99999999,,-2.00767111778259,S01007052,S01014064,S02001330,S02002612,S99999999,S00091039,S00137645,1B1,S99999999,"399640","1",S08000020,S12000034,"0848886",S13002851,S99999999,S99999999,AB424AG,AB42 4AG,AB42 4AG,S14000062,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
"11557",S999,S99999999,S99999999,S99999999,S92000003,"202105",,S99999999,"4280",S30000027,57.5225296020508,S99999999,,-2.1236879825592,S01007053,S01014063,S02001330,S02002612,S99999999,S00091029,S00137723,1A1,S99999999,"392691","1",S08000020,S12000034,"0848049",S13002851,S99999999,S99999999,AB424AH,AB42 4AH,AB42 4AH,S14000091,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
"11559",S999,S99999999,S99999999,S99999999,S92000003,"202103",,S99999999,"4459",S30000027,57.5452156066895,S99999999,,-2.02991008758545,S01007052,S01014064,S02001330,S02002612,S99999999,S00092496,S00137620,1A1,S99999999,"398309","1",S08000020,S12000034,"0850568",S13002851,S99999999,S99999999,AB424AL,AB42 4AL,AB42 4AL,S14000062,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
"11560",S999,S99999999,S99999999,S99999999,S92000003,"202410",,S99999999,"4459",S30000027,57.5302734375,S99999999,,-2.00762104988098,S01007052,S01014064,S02001330,S02002612,S99999999,S00091039,S00137645,1B1,S99999999,"399643","1",S08000020,S12000034,"0848904",S13002851,S99999999,S99999999,AB424AN,AB42 4AN,AB42 4AN,S14000062,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
"11561",S999,S99999999,S99999999,S99999999,S92000003,"202409",,S99999999,"4459",S30000027,57.544792175293,S99999999,,-2.02473092079163,S01007052,S01014064,S02001330,S02002612,S99999999,S00091038,S00137643,1A1,S99999999,"398619","2",S08000020,S12000034,"0850521",S13002851,S99999999,S99999999,AB424AP,AB42 4AP,AB42 4AP,S14000062,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
"11563",S999,S99999999,S99999999,S99999999,S92000003,"199606",,S99999999,"5431",S30000027,57.5220756530762,S99999999,,-2.12887907028198,S01007051,S01014063,S02001330,S02002612,S99999999,S00092001,S00137723,"7D1",S99999999,"392380","1",S08000020,S12000034,"0847999",S13002851,S99999999,S99999999,AB424BW,AB42 4BW,AB42 4BW,S14000091,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003402
"11565",S999,S99999999,S99999999,S99999999,S92000003,"199606",,S99999999,"4459",S30000027,57.5458793640137,S99999999,,-2.02620196342468,S01007052,S01014064,S02001330,S02002612,S99999999,S00092496,S00137620,1A1,S99999999,"398531","1",S08000020,S12000034,"0850642",S13002851,S99999999,S99999999,AB424ED,AB42 4ED,AB42 4ED,S14000062,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
"11566",S999,S99999999,S99999999,S99999999,S92000003,"200803",,S99999999,"5431",S30000027,57.5211601257324,S99999999,,-2.12957692146301,S01007051,S01014063,S02001330,S02002612,S99999999,S00092003,S00137723,8C2,S99999999,"392338","1",S08000020,S12000034,"0847897",S13002851,S99999999,S99999999,AB424EG,AB42 4EG,AB42 4EG,S14000091,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003402
"11567",S999,S99999999,S99999999,S99999999,S92000003,"199606",,S99999999,"4459",S30000027,57.548656463623,S99999999,,-2.02496790885925,S01007052,S01014064,S02001330,S02002612,S99999999,S00092497,S00137647,8A2,S99999999,"398605","1",S08000020,S12000034,"0850951",S13002851,S99999999,S99999999,AB424EL,AB42 4EL,AB42 4EL,S14000062,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
"11568",S999,S99999999,S99999999,S99999999,S92000003,"199606",,S99999999,"4459",S30000027,57.5475959777832,S99999999,,-2.02262806892395,S01007052,S01014064,S02001330,S02002612,S99999999,S00092496,S00137620,1A1,S99999999,"398745","1",S08000020,S12000034,"0850833",S13002851,S99999999,S99999999,AB424EN,AB42 4EN,AB42 4EN,S14000062,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
"11569",S999,S99999999,S99999999,S99999999,S92000003,"199606",,S99999999,"4459",S30000027,57.547004699707,S99999999,,-2.02241110801697,S01007052,S01014064,S02001330,S02002612,S99999999,S00092496,S00137620,1A1,S99999999,"398758","1",S08000020,S12000034,"0850767",S13002851,S99999999,S99999999,AB424EP,AB42 4EP,AB42 4EP,S14000062,S23000009,S99999999,"6",,S03000013,S22000075,"0",S34003321
