OBJECTID,BUA11,BUASD11,CALNCV,CED,CTRY,DOINTR,DOTERM,ICB,IMD,ITL,LAT,LEP1,LEP2,LONG,LSOA11,LSOA21,MSOA11,MSOA21,NHSER,OA11,OA21,OAC11,OSCTY,OSEAST1M,OSGRDIND,OSHLTHAU,OSLAUA,OSNRTH1M,OSWARD,PARISH,PARK,PCD,PCD2,PCDS,PCON,PFA,RGN,RU11IND,RUC21IND,SICBL,TTWA,USERTYPE,WZ11
"269935",W450,W38000130,W99999999,W99999999,W92000004,"199906",,W99999999,"361",W06000015,51.480224609375,W99999999,,-3.16386604309082,W01001695,W01001695,W02000402,W02000402,W99999999,W00008793,W00010639,3A1,W99999999,"319274","1",W11000029,W06000015,"176339",W05001270,W04000837,W31000001,CF102EY,CF10 2EY,CF10 2EY,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002603
"269936",W450,W38000130,W99999999,W99999999,W92000004,"199906",,W99999999,"361",W06000015,51.4797286987305,W99999999,,-3.16406989097595,W01001695,W01001695,W02000402,W02000402,W99999999,W00008793,W00010639,3A1,W99999999,"319259","1",W11000029,W06000015,"176284",W05001270,W04000837,W31000001,CF102EZ,CF10 2EZ,CF10 2EZ,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002603
"270173",W450,W38000130,W99999999,W99999999,W92000004,"200510",,W99999999,"361",W06000015,51.4780387878418,W99999999,,-3.17033410072327,W01001695,W01001695,W02000402,W02000402,W99999999,W00009982,W00009982,2A1,W99999999,"318821","1",W11000029,W06000015,"176103",W05001270,W04000837,W31000001,CF104FB,CF10 4FB,CF10 4FB,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35000730
"270174",W450,W38000130,W99999999,W99999999,W92000004,"200510",,W99999999,"361",W06000015,51.4780387878418,W99999999,,-3.17033410072327,W01001695,W01001695,W02000402,W02000402,W99999999,W00009982,W00009982,2A1,W99999999,"318821","1",W11000029,W06000015,"176103",W05001270,W04000837,W31000001,CF104FD,CF10 4FD,CF10 4FD,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35000730
"270175",W450,W38000130,W99999999,W99999999,W92000004,"199906",,W99999999,"361",W06000015,51.479133605957,W99999999,,-3.16795706748962,W01001695,W01001695,W02000402,W02000402,W99999999,W00009982,W00009982,2A1,W99999999,"318988","1",W11000029,W06000015,"176222",W05001270,W04000837,W31000001,CF104FG,CF10 4FG,CF10 4FG,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35000730
"274388",W450,W38000130,W99999999,W99999999,W92000004,"201512",,W99999999,"361",W06000015,51.4810371398926,W99999999,,-3.16541290283203,W01001695,W01001695,W02000402,W02000402,W99999999,W00009982,W00009982,2A1,W99999999,"319168","1",W11000029,W06000015,"0176431",W05001270,W04000837,W31000001,CF240AH,CF24 0AH,CF24 0AH,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35000733
"274389",W450,W38000130,W99999999,W99999999,W92000004,"201508",,W99999999,"184",W06000015,51.4844093322754,W99999999,,-3.15708899497986,W01001694,W01001694,W02000402,W02000402,W99999999,W00008785,W00008785,4B1,W99999999,"319752","1",W11000029,W06000015,"0176797",W05001270,W04000837,W31000001,CF240AJ,CF24 0AJ,CF24 0AJ,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002604
"274390",W450,W38000130,W99999999,W99999999,W92000004,"201609",,W99999999,"361",W06000015,51.4823875427246,W99999999,,-3.16963791847229,W01001695,W01001695,W02000402,W02000402,W99999999,W00009982,W00009982,2A1,W99999999,"318877","1",W11000029,W06000015,"0176586",W05001270,W04000837,W31000001,CF240AL,CF24 0AL,CF24 0AL,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"1",W35000729
"274391",W450,W38000130,W99999999,W99999999,W92000004,"201709",,W99999999,"361",W06000015,51.4831161499023,W99999999,,-3.16892290115356,W01001695,W01001695,W02000402,W02000402,W99999999,W00009982,W00009982,2A1,W99999999,"318928","1",W11000029,W06000015,"0176666",W05001270,W04000837,W31000001,CF240AN,CF24 0AN,CF24 0AN,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35000729
"274393",W450,W38000130,W99999999,W99999999,W92000004,"202307",,W99999999,"184",W06000015,51.4841384887695,W99999999,,-3.15916991233826,W01001694,W01001694,W02000402,W02000402,W99999999,W00008785,W00008785,4B1,W99999999,"319607","1",W11000029,W06000015,"0176769",W05001270,W04000837,W31000001,CF240AR,CF24 0AR,CF24 0AR,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002604
