OBJECTID,BUA11,BUASD11,CALNCV,CED,CTRY,DOINTR,DOTERM,ICB,IMD,ITL,LAT,LEP1,LEP2,LONG,LSOA11,LSOA21,MSOA11,MSOA21,NHSER,OA11,OA21,OAC11,OSCTY,OSEAST1M,OSGRDIND,OSHLTHAU,OSLAUA,OSNRTH1M,OSWARD,PARISH,PARK,PCD,PCD2,PCDS,PCON,PFA,RGN,RU11IND,RUC21IND,SICBL,TTWA,USERTYPE,WZ11
"602085",S999,S99999999,S99999999,S99999999,S92000003,"200607",,S99999999,"2174",S30000052,55.8814926147461,S99999999,,-4.27459287643433,S01010318,S01017475,S02001941,S02003243,S99999999,S00113199,S00157922,7B3,S99999999,"257812","1",S08000031,S12000049,"0667711",S13002982,S99999999,S99999999,G20 7AD,G20  7AD,G20 7AD,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005077
"602162",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"2174",S30000052,55.8821144104004,S99999999,,-4.27544498443604,S01010318,S01017475,S02001941,S02003243,S99999999,S00113198,S00157748,2B1,S99999999,"257761","1",S08000031,S12000049,"0667782",S13002982,S99999999,S99999999,G20 7RF,G20  7RF,G20 7RF,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602163",S999,S99999999,S99999999,S99999999,S92000003,"201005",,S99999999,"2174",S30000052,55.8821411132812,S99999999,,-4.27407121658325,S01010318,S01017475,S02001941,S02003243,S99999999,S00113199,S00157748,7B3,S99999999,"257847","1",S08000031,S12000049,"0667782",S13002982,S99999999,S99999999,G20 7RH,G20  7RH,G20 7RH,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005077
"602164",S999,S99999999,S99999999,S99999999,S92000003,"201112",,S99999999,"2174",S30000052,55.8819160461426,S99999999,,-4.27303504943848,S01010318,S01017475,S02001941,S02003243,S99999999,S00113199,S00157866,7B3,S99999999,"257911","1",S08000031,S12000049,"0667755",S13002982,S99999999,S99999999,G20 7RP,G20  7RP,G20 7RP,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005077
"602165",S999,S99999999,S99999999,S99999999,S92000003,"201111",,S99999999,"2174",S30000052,55.8815383911133,S99999999,,-4.27392387390137,S01010318,S01017475,S02001941,S02003243,S99999999,S00113199,S00157922,7B3,S99999999,"257854","1",S08000031,S12000049,"0667715",S13002982,S99999999,S99999999,G20 7RR,G20  7RR,G20 7RR,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005077
"602167",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"2174",S30000052,55.8826103210449,S99999999,,-4.27331495285034,S01010318,S01017475,S02001941,S02003243,S99999999,S00113199,S00157862,7B3,S99999999,"257896","1",S08000031,S12000049,"0667833",S13002982,S99999999,S99999999,G20 7RT,G20  7RT,G20 7RT,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005077
"602168",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"182",S30000052,55.882396697998,S99999999,,-4.27427816390991,S01010316,S01017475,S02001941,S02003243,S99999999,S00113201,S00157862,2C2,S99999999,"257835","1",S08000031,S12000049,"0667811",S13002982,S99999999,S99999999,G20 7RU,G20  7RU,G20 7RU,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005077
"602169",S999,S99999999,S99999999,S99999999,S92000003,"201206",,S99999999,"2174",S30000052,55.8822174072266,S99999999,,-4.27276515960693,S01010318,S01017475,S02001941,S02003243,S99999999,S00113199,S00157866,7B3,S99999999,"257929","1",S08000031,S12000049,"0667788",S13002982,S99999999,S99999999,G20 7RW,G20  7RW,G20 7RW,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005077
"602170",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"182",S30000052,55.8823890686035,S99999999,,-4.27518892288208,S01010316,S01017474,S02001941,S02003243,S99999999,S00113200,S00157863,3C2,S99999999,"257778","1",S08000031,S12000049,"0667812",S13002982,S99999999,S99999999,G20 7RX,G20  7RX,G20 7RX,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602171",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"182",S30000052,55.8826560974121,S99999999,,-4.27483701705933,S01010316,S01017474,S02001941,S02003243,S99999999,S00113200,S00157863,3C2,S99999999,"257801","1",S08000031,S12000049,"0667841",S13002982,S99999999,S99999999,G20 7RY,G20  7RY,G20 7RY,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602172",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"182",S30000052,55.8828887939453,S99999999,,-4.27387523651123,S01010316,S01017474,S02001941,S02003243,S99999999,S00113202,S00157849,3C2,S99999999,"257862","1",S08000031,S12000049,"0667865",S13002982,S99999999,S99999999,G20 7RZ,G20  7RZ,G20 7RZ,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602173",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"182",S30000052,55.8831405639648,S99999999,,-4.27286720275879,S01010316,S01017474,S02001941,S02003243,S99999999,S00113203,S00157604,7B2,S99999999,"257926","1",S08000031,S12000049,"0667891",S13002982,S99999999,S99999999,G20 7SA,G20  7SA,G20 7SA,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602174",S999,S99999999,S99999999,S99999999,S92000003,"199302",,S99999999,"2174",S30000052,55.8823051452637,S99999999,,-4.27723121643066,S01010318,S01017475,S02001941,S02003243,S99999999,S00113198,S00157748,2B1,S99999999,"257650","1",S08000031,S12000049,"0667807",S13002982,S99999999,S99999999,G20 7SB,G20  7SB,G20 7SB,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602176",S999,S99999999,S99999999,S99999999,S92000003,"199302",,S99999999,"2174",S30000052,55.8835792541504,S99999999,,-4.27834510803223,S01010318,S01017475,S02001941,S02003243,S99999999,S00113198,S00157748,2B1,S99999999,"257585","1",S08000031,S12000049,"0667951",S13002982,S99999999,S99999999,G20 7SE,G20  7SE,G20 7SE,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602182",S999,S99999999,S99999999,S99999999,S92000003,"199302",,S99999999,"2174",S30000052,55.8839378356934,S99999999,,-4.27745389938354,S01010318,S01017475,S02001941,S02003243,S99999999,S00113198,S00157748,2B1,S99999999,"257642","1",S08000031,S12000049,"0667989",S13002982,S99999999,S99999999,G20 7SR,G20  7SR,G20 7SR,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602183",S999,S99999999,S99999999,S99999999,S92000003,"201009",,S99999999,"2174",S30000052,55.8828277587891,S99999999,,-4.27663803100586,S01010318,S01017475,S02001941,S02003243,S99999999,S00113198,S00157748,2B1,S99999999,"257689","1",S08000031,S12000049,"0667864",S13002982,S99999999,S99999999,G20 7ST,G20  7ST,G20 7ST,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602186",S999,S99999999,S99999999,S99999999,S92000003,"201704",,S99999999,"182",S30000052,55.8837394714355,S99999999,,-4.27115917205811,S01010316,S01017474,S02001941,S02003243,S99999999,S00113203,S00157604,7B2,S99999999,"258035","1",S08000031,S12000049,"0667954",S13002982,S99999999,S99999999,G20 7SY,G20  7SY,G20 7SY,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602187",S999,S99999999,S99999999,S99999999,S92000003,"201705",,S99999999,"182",S30000052,55.8840293884277,S99999999,,-4.27008819580078,S01010316,S01017474,S02001941,S02003243,S99999999,S00113203,S00157786,7B2,S99999999,"258103","1",S08000031,S12000049,"0667984",S13002982,S99999999,S99999999,G20 7SZ,G20  7SZ,G20 7SZ,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602188",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"2174",S30000052,55.884033203125,S99999999,,-4.28009796142578,S01010318,S01017475,S02001941,S02003243,S99999999,S00115977,S00157765,2B1,S99999999,"257477","1",S08000031,S12000049,"0668005",S13002977,S99999999,S99999999,G20 7TA,G20  7TA,G20 7TA,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005195
"602189",S999,S99999999,S99999999,S99999999,S92000003,"200511",,S99999999,"2174",S30000052,55.882625579834,S99999999,,-4.27896022796631,S01010318,S01017475,S02001941,S02003243,S99999999,S00115977,S00157765,2B1,S99999999,"257543","1",S08000031,S12000049,"0667846",S13002977,S99999999,S99999999,G20 7TB,G20  7TB,G20 7TB,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005195
"602190",S999,S99999999,S99999999,S99999999,S92000003,"201705",,S99999999,"182",S30000052,55.884204864502,S99999999,,-4.26923513412476,S01010316,S01017474,S02001941,S02003243,S99999999,S00113203,S00157786,7B2,S99999999,"258157","1",S08000031,S12000049,"0668002",S13002982,S99999999,S99999999,G20 7TD,G20  7TD,G20 7TD,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005350
"602295",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"1356",S30000052,55.8855056762695,S99999999,,-4.28699684143066,S01010321,S01017476,S02001941,S02003243,S99999999,S00113227,S00157694,2C2,S99999999,"257051","1",S08000031,S12000049,"0668183",S13002981,S99999999,S99999999,G20 8LA,G20  8LA,G20 8LA,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34004920
"602296",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"1356",S30000052,55.8855056762695,S99999999,,-4.28742790222168,S01010321,S01017476,S02001941,S02003243,S99999999,S00113228,S00157706,2C2,S99999999,"257024","1",S08000031,S12000049,"0668184",S13002981,S99999999,S99999999,G20 8LB,G20  8LB,G20 8LB,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005197
"602297",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"1356",S30000052,55.8851585388184,S99999999,,-4.28723192214966,S01010321,S01017476,S02001941,S02003243,S99999999,S00113229,S00157730,2B1,S99999999,"257035","1",S08000031,S12000049,"0668145",S13002981,S99999999,S99999999,G20 8LD,G20  8LD,G20 8LD,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34004920
"602299",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"5869",S30000052,55.8848495483398,S99999999,,-4.28732585906982,S01010322,S01017476,S02001941,S02003243,S99999999,S00113230,S00157730,2C3,S99999999,"257028","1",S08000031,S12000049,"0668111",S13002981,S99999999,S99999999,G20 8LF,G20  8LF,G20 8LF,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34004920
"602348",S999,S99999999,S99999999,S99999999,S92000003,"199406",,S99999999,"1356",S30000052,55.8870315551758,S99999999,,-4.28799819946289,S01010321,S01017476,S02001941,S02003243,S99999999,S00116953,S00157511,2B1,S99999999,"256994","1",S08000031,S12000049,"0668355",S13002981,S99999999,S99999999,G20 8RF,G20  8RF,G20 8RF,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005197
"602349",S999,S99999999,S99999999,S99999999,S92000003,"199210",,S99999999,"1356",S30000052,55.8869400024414,S99999999,,-4.28810501098633,S01010321,S01017476,S02001941,S02003243,S99999999,S00116953,S00157511,2B1,S99999999,"256987","1",S08000031,S12000049,"0668345",S13002981,S99999999,S99999999,G20 8RG,G20  8RG,G20 8RG,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"1",S34005197
"602350",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"1356",S30000052,55.8858757019043,S99999999,,-4.28820180892944,S01010321,S01017476,S02001941,S02003243,S99999999,S00116953,S00157511,2B1,S99999999,"256977","1",S08000031,S12000049,"0668227",S13002981,S99999999,S99999999,G20 8RH,G20  8RH,G20 8RH,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005197
"602351",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"1356",S30000052,55.8853874206543,S99999999,,-4.28790092468262,S01010321,S01017476,S02001941,S02003243,S99999999,S00116952,S00157706,2B1,S99999999,"256994","1",S08000031,S12000049,"0668172",S13002981,S99999999,S99999999,G20 8RJ,G20  8RJ,G20 8RJ,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005197
"602352",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"1356",S30000052,55.8849258422852,S99999999,,-4.28766584396362,S01010321,S01017476,S02001941,S02003243,S99999999,S00113229,S00157730,2B1,S99999999,"257007","1",S08000031,S12000049,"0668120",S13002981,S99999999,S99999999,G20 8RL,G20  8RL,G20 8RL,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34004920
"602353",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"1356",S30000052,55.8855209350586,S99999999,,-4.28848505020142,S01010321,S01017476,S02001941,S02003243,S99999999,S00116952,S00157697,2B1,S99999999,"256958","1",S08000031,S12000049,"0668188",S13002981,S99999999,S99999999,G20 8RN,G20  8RN,G20 8RN,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005197
"602355",S999,S99999999,S99999999,S99999999,S92000003,"198001",,S99999999,"1356",S30000052,55.8851737976074,S99999999,,-4.28883218765259,S01010321,S01017476,S02001941,S02003243,S99999999,S00116952,S00157697,2B1,S99999999,"256935","1",S08000031,S12000049,"0668150",S13002981,S99999999,S99999999,G20 8RR,G20  8RR,G20 8RR,S14000085,S23000009,S99999999,"1",,S03000043,S22000065,"0",S34005197
