OBJECTID,BUA11,BUASD11,CALNCV,CED,CTRY,DOINTR,DOTERM,ICB,IMD,ITL,LAT,LEP1,LEP2,LONG,LSOA11,LSOA21,MSOA11,MSOA21,NHSER,OA11,OA21,OAC11,OSCTY,OSEAST1M,OSGRDIND,OSHLTHAU,OSLAUA,OSNRTH1M,OSWARD,PARISH,PARK,PCD,PCD2,PCDS,PCON,PFA,RGN,RU11IND,RUC21IND,SICBL,TTWA,USERTYPE,WZ11
"72280",E630,E35000362,E56000033,E99999999,E92000001,"200812",,E54000040,"20987",E06000054,51.3421211242676,E37000033,,-2.20596408843994,E01032078,E01032078,E02006683,E02006683,E40000006,E00166335,E00166335,5B2,E99999999,"385750","1",E18000010,E06000054,"0160358",E05013437,E04011824,E65000001,BA146FB,BA14 6FB,BA14 6FB,E14001356,E23000038,E12000009,C1,UN1,E38000231,E30000280,"0",E33050751
"72281",E630,E35000362,E56000033,E99999999,E92000001,"200908",,E54000040,"20987",E06000054,51.3418083190918,E37000033,,-2.20680999755859,E01032078,E01032078,E02006683,E02006683,E40000006,E00166337,E00166337,5B3,E99999999,"385691","1",E18000010,E06000054,"0160323",E05013437,E04011824,E65000001,BA146FD,BA14 6FD,BA14 6FD,E14001356,E23000038,E12000009,C1,UN1,E38000231,E30000280,"0",E33050752
"72282",E630,E35000362,E56000033,E99999999,E92000001,"200812",,E54000040,"20987",E06000054,51.3417205810547,E37000033,,-2.20505809783936,E01032078,E01032078,E02006683,E02006683,E40000006,E00166335,E00166335,5B2,E99999999,"385813","1",E18000010,E06000054,"0160313",E05013437,E04011824,E65000001,BA146FE,BA14 6FE,BA14 6FE,E14001356,E23000038,E12000009,C1,UN1,E38000231,E30000280,"0",E33050751
"72291",E630,E35999999,E56000033,E99999999,E92000001,"201105",,E54000040,"22902",E06000054,51.3403625488281,E37000033,,-2.15097188949585,E01032077,E01032077,E02006683,E02006683,E40000006,E00163623,E00163623,1C1,E99999999,"389580","1",E18000010,E06000054,"0160153",E05013449,E04011811,E65000001,BA146FR,BA14 6FR,BA14 6FR,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72299",E630,E35999999,E56000033,E99999999,E92000001,"200206",,E54000040,"22902",E06000054,51.3419151306152,E37000033,,-2.15443706512451,E01032077,E01032077,E02006683,E02006683,E40000006,E00163623,E00163623,1C1,E99999999,"389339","1",E18000010,E06000054,"0160326",E05013449,E04011811,E65000001,BA146GA,BA14 6GA,BA14 6GA,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72300",E630,E35999999,E56000033,E99999999,E92000001,"200206",,E54000040,"22902",E06000054,51.3410949707031,E37000033,,-2.1555540561676,E01032077,E01032077,E02006683,E02006683,E40000006,E00163623,E00163623,1C1,E99999999,"389261","1",E18000010,E06000054,"0160235",E05013449,E04011811,E65000001,BA146GB,BA14 6GB,BA14 6GB,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72317",E630,E35999999,E56000033,E99999999,E92000001,"202206",,E54000040,"22902",E06000054,51.3416366577148,E37000033,,-2.15264105796814,E01032077,E01032077,E02006683,E02006683,E40000006,E00163623,E00163623,1C1,E99999999,"389464","1",E18000010,E06000054,"0160295",E05013449,E04011811,E65000001,BA146GY,BA14 6GY,BA14 6GY,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72325",,E35999999,E56000033,E99999999,E92000001,"199512",,E54000040,"22902",E06000054,51.3397903442383,E37000033,,-2.14267206192017,E01032077,E01032077,E02006683,E02006683,E40000006,E00163621,E00163621,6B2,E99999999,"390158","1",E18000010,E06000054,"0160088",E05013449,E04011811,E65000001,BA146HL,BA14 6HL,BA14 6HL,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72331",,E35999999,E56000033,E99999999,E92000001,"200006",,E54000040,"22902",E06000054,51.3279418945312,E37000033,,-2.16789507865906,E01032077,E01032077,E02006683,E02006683,E40000006,E00163615,E00163615,1A2,E99999999,"388398","1",E18000010,E06000054,"0158774",E05013436,E04012690,E65000001,BA146JA,BA14 6JA,BA14 6JA,E14001498,E23000038,E12000009,C1,UN1,E38000231,E30000280,"0",E33050753
"72332",,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3324546813965,E37000033,,-2.16838598251343,E01032077,E01032077,E02006683,E02006683,E40000006,E00163615,E00163615,1A2,E99999999,"388365","1",E18000010,E06000054,"0159276",E05013436,E04012690,E65000001,BA146JB,BA14 6JB,BA14 6JB,E14001498,E23000038,E12000009,C1,UN1,E38000231,E30000280,"0",E33050753
"72333",,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3378715515137,E37000033,,-2.15852904319763,E01032077,E01032077,E02006683,E02006683,E40000006,E00163621,E00163621,6B2,E99999999,"389053","1",E18000010,E06000054,"0159877",E05013449,E04011811,E65000001,BA146JD,BA14 6JD,BA14 6JD,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72334",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.338020324707,E37000033,,-2.14885401725769,E01032077,E01032077,E02006683,E02006683,E40000006,E00163621,E00163621,6B2,E99999999,"389727","1",E18000010,E06000054,"0159892",E05013449,E04011811,E65000001,BA146JE,BA14 6JE,BA14 6JE,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72335",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3377227783203,E37000033,,-2.15027403831482,E01032077,E01032077,E02006683,E02006683,E40000006,E00163621,E00163621,6B2,E99999999,"389628","1",E18000010,E06000054,"0159859",E05013449,E04011811,E65000001,BA146JF,BA14 6JF,BA14 6JF,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72336",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3417587280273,E37000033,,-2.15005707740784,E01032077,E01032077,E02006683,E02006683,E40000006,E00163620,E00163620,6A3,E99999999,"389644","1",E18000010,E06000054,"0160308",E05013449,E04011811,E65000001,BA146JG,BA14 6JG,BA14 6JG,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72337",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3397636413574,E37000033,,-2.14944791793823,E01032077,E01032077,E02006683,E02006683,E40000006,E00163623,E00163623,1C1,E99999999,"389686","1",E18000010,E06000054,"0160086",E05013449,E04011811,E65000001,BA146JH,BA14 6JH,BA14 6JH,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72338",,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3381118774414,E37000033,,-2.14075708389282,E01032077,E01032077,E02006683,E02006683,E40000006,E00163621,E00163621,6B2,E99999999,"390291","1",E18000010,E06000054,"0159901",E05013449,E04011811,E65000001,BA146JJ,BA14 6JJ,BA14 6JJ,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72339",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3409156799316,E37000033,,-2.14950895309448,E01032077,E01032077,E02006683,E02006683,E40000006,E00163623,E00163623,1C1,E99999999,"389682","1",E18000010,E06000054,"0160214",E05013449,E04011811,E65000001,BA146JL,BA14 6JL,BA14 6JL,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72340",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3435592651367,E37000033,,-2.14902997016907,E01032077,E01032077,E02006683,E02006683,E40000006,E00163620,E00163620,6A3,E99999999,"389716","1",E18000010,E06000054,"0160508",E05013449,E04011811,E65000001,BA146JN,BA14 6JN,BA14 6JN,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72341",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3444366455078,E37000033,,-2.15108609199524,E01032077,E01032077,E02006683,E02006683,E40000006,E00163622,E00163622,8C1,E99999999,"389573","1",E18000010,E06000054,"0160606",E05013449,E04011811,E65000001,BA146JP,BA14 6JP,BA14 6JP,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72342",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3425025939941,E37000033,,-2.15258693695068,E01032077,E01032077,E02006683,E02006683,E40000006,E00163620,E00163620,6A3,E99999999,"389468","1",E18000010,E06000054,"0160391",E05013449,E04011811,E65000001,BA146JQ,BA14 6JQ,BA14 6JQ,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72343",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3449821472168,E37000033,,-2.14745497703552,E01032077,E01032077,E02006683,E02006683,E40000006,E00163623,E00163623,1C1,E99999999,"389826","1",E18000010,E06000054,"0160666",E05013449,E04011811,E65000001,BA146JR,BA14 6JR,BA14 6JR,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72344",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3438568115234,E37000033,,-2.14640307426453,E01032077,E01032077,E02006683,E02006683,E40000006,E00163623,E00163623,1C1,E99999999,"389899","1",E18000010,E06000054,"0160541",E05013449,E04011811,E65000001,BA146JS,BA14 6JS,BA14 6JS,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72345",,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.347583770752,E37000033,,-2.14512300491333,E01032077,E01032077,E02006683,E02006683,E40000006,E00163621,E00163621,6B2,E99999999,"389989","1",E18000010,E06000054,"0160955",E05013449,E04011811,E65000001,BA146JT,BA14 6JT,BA14 6JT,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72347",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3435401916504,E37000033,,-2.14829707145691,E01032077,E01032077,E02006683,E02006683,E40000006,E00163623,E00163623,1C1,E99999999,"389767","1",E18000010,E06000054,"0160506",E05013449,E04011811,E65000001,BA146JW,BA14 6JW,BA14 6JW,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72349",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3414268493652,E37000033,,-2.15022897720337,E01032077,E01032077,E02006683,E02006683,E40000006,E00163623,E00163623,1C1,E99999999,"389632","1",E18000010,E06000054,"0160271",E05013449,E04011811,E65000001,BA146JY,BA14 6JY,BA14 6JY,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
"72350",E630,E35999999,E56000033,E99999999,E92000001,"198001",,E54000040,"22902",E06000054,51.3429985046387,E37000033,,-2.15004706382751,E01032077,E01032077,E02006683,E02006683,E40000006,E00163620,E00163620,6A3,E99999999,"389645","1",E18000010,E06000054,"0160446",E05013449,E04011811,E65000001,BA146JZ,BA14 6JZ,BA14 6JZ,E14001356,E23000038,E12000009,E1,RSF1,E38000231,E30000280,"0",E33050749
