OBJECTID,BUA11,BUASD11,CALNCV,CED,CTRY,DOINTR,DOTERM,ICB,IMD,ITL,LAT,LEP1,LEP2,LONG,LSOA11,LSOA21,MSOA11,MSOA21,NHSER,OA11,OA21,OAC11,OSCTY,OSEAST1M,OSGRDIND,OSHLTHAU,OSLAUA,OSNRTH1M,OSWARD,PARISH,PARK,PCD,PCD2,PCDS,PCON,PFA,RGN,RU11IND,RUC21IND,SICBL,TTWA,USERTYPE,WZ11
"1113796",,W38999999,W99999999,W99999999,W92000004,"201303",,W99999999,"1660",W06000022,51.6315574645996,W99999999,,-2.89408206939697,W01001641,W01001641,W02000350,W02000350,W99999999,W00008519,W00008519,1C1,W99999999,"338214","1",W11000028,W06000022,"0192906",W05001631,W04000818,W31000001,NP181DB,NP18 1DB,NP18 1DB,W07000104,W15000002,W99999999,C1,RSN1,W11000028,K01000013,"0",W35002403
"1113851",,W38999999,W99999999,W99999999,W92000004,"199906",,W99999999,"1660",W06000022,51.6221466064453,W99999999,,-2.89281296730042,W01001641,W01001641,W02000350,W02000350,W99999999,W00008519,W00008519,1C1,W99999999,"338289","1",W11000028,W06000022,"0191858",W05001631,W04000818,W31000001,NP181JR,NP18 1JR,NP18 1JR,W07000104,W15000002,W99999999,C1,RSN1,W11000028,K01000013,"0",W35002403
"1113852",,W38999999,W99999999,W99999999,W92000004,"199906",,W99999999,"1660",W06000022,51.6286964416504,W99999999,,-2.89427089691162,W01001641,W01001641,W02000350,W02000350,W99999999,W00008519,W00008519,1C1,W99999999,"338197","1",W11000028,W06000022,"0192588",W05001631,W04000818,W31000001,NP181JS,NP18 1JS,NP18 1JS,W07000104,W15000002,W99999999,C1,RSN1,W11000028,K01000013,"0",W35002403
"1113926",,W38000147,W99999999,W99999999,W92000004,"199906",,W99999999,"1660",W06000022,51.6153450012207,W99999999,,-2.87400507926941,W01001641,W01001641,W02000350,W02000350,W99999999,W00008519,W00008519,1C1,W99999999,"339582","1",W11000028,W06000022,"0191086",W05001631,W04000818,W31000001,NP182AA,NP18 2AA,NP18 2AA,W07000104,W15000002,W99999999,C1,RSN1,W11000028,K01000013,"0",W35002403
"1113927",,W38999999,W99999999,W99999999,W92000004,"199906",,W99999999,"1660",W06000022,51.6228256225586,W99999999,,-2.87011909484863,W01001641,W01001641,W02000350,W02000350,W99999999,W00008519,W00008519,1C1,W99999999,"339861","1",W11000028,W06000022,"0191915",W05001631,W04000818,W31000001,NP182AB,NP18 2AB,NP18 2AB,W07000104,W15000002,W99999999,C1,RSN1,W11000028,K01000013,"0",W35002403
"1113928",W450,W38999999,W99999999,W99999999,W92000004,"199906",,W99999999,"1660",W06000022,51.6122894287109,W99999999,,-2.86897802352905,W01001641,W01001641,W02000350,W02000350,W99999999,W00008518,W00008518,1A4,W99999999,"339926","1",W11000028,W06000022,"0190742",W05001631,W04000818,W31000001,NP182AD,NP18 2AD,NP18 2AD,W07000104,W15000002,W99999999,E1,RSN1,W11000028,K01000013,"0",W35002400
"1113929",W450,W38999999,W99999999,W99999999,W92000004,"199906",,W99999999,"1660",W06000022,51.6080627441406,W99999999,,-2.86751103401184,W01001641,W01001641,W02000350,W02000350,W99999999,W00008518,W00008518,1A4,W99999999,"340022","1",W11000028,W06000022,"0190271",W05001631,W04000818,W31000001,NP182AE,NP18 2AE,NP18 2AE,W07000104,W15000002,W99999999,E1,RSN1,W11000028,K01000013,"0",W35002400
"1113930",W450,W38999999,W99999999,W99999999,W92000004,"199906",,W99999999,"1660",W06000022,51.6080665588379,W99999999,,-2.86491203308105,W01001641,W01001641,W02000350,W02000350,W99999999,W00008518,W00008518,1A4,W99999999,"340202","1",W11000028,W06000022,"0190269",W05001631,W04000818,W31000001,NP182AF,NP18 2AF,NP18 2AF,W07000104,W15000002,W99999999,E1,RSN1,W11000028,K01000013,"0",W35002400
"1113931",W450,W38999999,W99999999,W99999999,W92000004,"199906",,W99999999,"1660",W06000022,51.6098594665527,W99999999,,-2.86907601356506,W01001641,W01001641,W02000350,W02000350,W99999999,W00008518,W00008518,1A4,W99999999,"339916","1",W11000028,W06000022,"0190472",W05001631,W04000818,W31000001,NP182AG,NP18 2AG,NP18 2AG,W07000104,W15000002,W99999999,E1,RSN1,W11000028,K01000013,"0",W35002400
"1113932",W450,W38999999,W99999999,W99999999,W92000004,"199906",,W99999999,"1660",W06000022,51.6076622009277,W99999999,,-2.86594390869141,W01001641,W01001641,W02000350,W02000350,W99999999,W00008518,W00008518,1A4,W99999999,"340130","1",W11000028,W06000022,"0190225",W05001631,W04000818,W31000001,NP182AH,NP18 2AH,NP18 2AH,W07000104,W15000002,W99999999,E1,RSN1,W11000028,K01000013,"0",W35002400
