OBJECTID,BUA11,BUASD11,CALNCV,CED,CTRY,DOINTR,DOTERM,ICB,IMD,ITL,LAT,LEP1,LEP2,LONG,LSOA11,LSOA21,MSOA11,MSOA21,NHSER,OA11,OA21,OAC11,OSCTY,OSEAST1M,OSGRDIND,OSHLTHAU,OSLAUA,OSNRTH1M,OSWARD,PARISH,PARK,PCD,PCD2,PCDS,PCON,PFA,RGN,RU11IND,RUC21IND,SICBL,TTWA,USERTYPE,WZ11
"275437",W450,W38000130,W99999999,W99999999,W92000004,"198109",,W99999999,"165",W06000015,51.5243110656738,W99999999,,-3.10943603515625,W01001881,W01001881,W02000379,W02000379,W99999999,W00009694,W00009694,8C1,W99999999,"323128","1",W11000029,W06000015,"0181183",W05001296,W04001008,W31000001,CF3 0AA,CF3  0AA,CF3 0AA,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002508
"275438",W450,W38000130,W99999999,W99999999,W92000004,"198109",,W99999999,"165",W06000015,51.5249862670898,W99999999,,-3.10840106010437,W01001881,W01001881,W02000379,W02000379,W99999999,W00009682,W00009682,7A3,W99999999,"323201","1",W11000029,W06000015,"0181257",W05001296,W04001008,W31000001,CF3 0AB,CF3  0AB,CF3 0AB,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002508
"275439",W450,W38000130,W99999999,W99999999,W92000004,"198109",,W99999999,"165",W06000015,51.5234603881836,W99999999,,-3.10886788368225,W01001881,W01001881,W02000379,W02000379,W99999999,W00009682,W00009682,7A3,W99999999,"323166","1",W11000029,W06000015,"0181088",W05001296,W04001008,W31000001,CF3 0AD,CF3  0AD,CF3 0AD,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002508
"275440",W450,W38000130,W99999999,W99999999,W92000004,"198109",,W99999999,"165",W06000015,51.5238838195801,W99999999,,-3.1105649471283,W01001881,W01001881,W02000379,W02000379,W99999999,W00009694,W00009694,8C1,W99999999,"323049","1",W11000029,W06000015,"0181137",W05001296,W04001008,W31000001,CF3 0AE,CF3  0AE,CF3 0AE,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002508
"275441",W450,W38000130,W99999999,W99999999,W92000004,"198109",,W99999999,"165",W06000015,51.5221214294434,W99999999,,-3.1108250617981,W01001881,W01001881,W02000379,W02000379,W99999999,W00009681,W00009681,4A1,W99999999,"323028","1",W11000029,W06000015,"0180941",W05001296,W04001008,W31000001,CF3 0AF,CF3  0AF,CF3 0AF,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002508
"275442",W450,W38000130,W99999999,W99999999,W92000004,"198109",,W99999999,"165",W06000015,51.5216445922852,W99999999,,-3.11074090003967,W01001881,W01001881,W02000379,W02000379,W99999999,W00009699,W00009699,7A3,W99999999,"323033","1",W11000029,W06000015,"0180888",W05001296,W04001008,W31000001,CF3 0AG,CF3  0AG,CF3 0AG,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002508
"275443",W450,W38000130,W99999999,W99999999,W92000004,"198109",,W99999999,"165",W06000015,51.5230102539062,W99999999,,-3.11008191108704,W01001881,W01001881,W02000379,W02000379,W99999999,W00009681,W00009681,4A1,W99999999,"323081","1",W11000029,W06000015,"0181039",W05001296,W04001008,W31000001,CF3 0AH,CF3  0AH,CF3 0AH,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002508
"275444",W450,W38000130,W99999999,W99999999,W92000004,"198109",,W99999999,"165",W06000015,51.5233612060547,W99999999,,-3.1108980178833,W01001881,W01001881,W02000379,W02000379,W99999999,W00009681,W00009681,4A1,W99999999,"323025","1",W11000029,W06000015,"0181079",W05001296,W04001008,W31000001,CF3 0AJ,CF3  0AJ,CF3 0AJ,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002508
"275445",W450,W38000130,W99999999,W99999999,W92000004,"198109",,W99999999,"165",W06000015,51.5221176147461,W99999999,,-3.11014699935913,W01001881,W01001881,W02000379,W02000379,W99999999,W00009681,W00009681,4A1,W99999999,"323075","1",W11000029,W06000015,"0180940",W05001296,W04001008,W31000001,CF3 0AL,CF3  0AL,CF3 0AL,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002508
"275446",W450,W38000130,W99999999,W99999999,W92000004,"198109",,W99999999,"165",W06000015,51.5217018127441,W99999999,,-3.1125009059906,W01001881,W01001881,W02000379,W02000379,W99999999,W00009699,W00009699,7A3,W99999999,"322911","1",W11000029,W06000015,"0180896",W05001296,W04001008,W31000001,CF3 0AN,CF3  0AN,CF3 0AN,W07000089,W15000003,W99999999,C1,UN1,W11000029,W22000024,"0",W35002508
