OBJECTID,BUA11,BUASD11,CALNCV,CED,CTRY,DOINTR,DOTERM,ICB,IMD,ITL,LAT,LEP1,LEP2,LONG,LSOA11,LSOA21,MSOA11,MSOA21,NHSER,OA11,OA21,OAC11,OSCTY,OSEAST1M,OSGRDIND,OSHLTHAU,OSLAUA,OSNRTH1M,OSWARD,PARISH,PARK,PCD,PCD2,PCDS,PCON,PFA,RGN,RU11IND,RUC21IND,SICBL,TTWA,USERTYPE,WZ11
"858381",E630,E35001229,E56000031,E58000874,E92000001,"198001",,E54000015,"20848",E07000130,52.7320098876953,E37000021,,-1.14556002616882,E01025735,E01025735,E02005356,E02005356,E40000011,E00130555,E00130555,5B2,E10000018,"457794","1",E18000004,E07000130,"0315270",E05014680,E04012887,E65000001,LE127AA,LE12 7AA,LE12 7AA,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
"858382",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.7276725769043,E37000021,,-1.1402850151062,E01025735,E01025735,E02005356,E02005356,E40000011,E00130557,E00130557,5B3,E10000018,"458156","1",E18000004,E07000130,"0314792",E05014680,E04012887,E65000001,LE127AB,LE12 7AB,LE12 7AB,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858383",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.7307662963867,E37000021,,-1.14281499385834,E01025735,E01025735,E02005356,E02005356,E40000011,E00130556,E00130556,5B2,E10000018,"457981","1",E18000004,E07000130,"0315134",E05014680,E04012887,E65000001,LE127AD,LE12 7AD,LE12 7AD,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858385",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.7274627685547,E37000021,,-1.13876402378082,E01025735,E01025735,E02005356,E02005356,E40000011,E00130557,E00130557,5B3,E10000018,"458259","1",E18000004,E07000130,"0314770",E05014680,E04012887,E65000001,LE127AF,LE12 7AF,LE12 7AF,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858387",E630,E35001229,E56000031,E58000874,E92000001,"198001",,E54000015,"20848",E07000130,52.73486328125,E37000021,,-1.15123605728149,E01025735,E01025735,E02005356,E02005356,E40000011,E00130554,E00130554,5A1,E10000018,"457407","1",E18000004,E07000130,"0315583",E05014680,E04012887,E65000001,LE127AH,LE12 7AH,LE12 7AH,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
"858388",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.7283821105957,E37000021,,-1.13772404193878,E01025735,E01025735,E02005356,E02005356,E40000011,E00130557,E00130557,5B3,E10000018,"458328","1",E18000004,E07000130,"0314873",E05014680,E04012887,E65000001,LE127AJ,LE12 7AJ,LE12 7AJ,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858389",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.7290840148926,E37000021,,-1.13884997367859,E01025735,E01025735,E02005356,E02005356,E40000011,E00130557,E00130557,5B3,E10000018,"458251","1",E18000004,E07000130,"0314950",E05014680,E04012887,E65000001,LE127AL,LE12 7AL,LE12 7AL,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858390",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.7285652160645,E37000021,,-1.13817894458771,E01025735,E01025735,E02005356,E02005356,E40000011,E00130557,E00130557,5B3,E10000018,"458297","1",E18000004,E07000130,"0314893",E05014680,E04012887,E65000001,LE127AN,LE12 7AN,LE12 7AN,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858391",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.7314491271973,E37000021,,-1.14306902885437,E01025735,E01025735,E02005356,E02005356,E40000011,E00130556,E00130556,5B2,E10000018,"457963","1",E18000004,E07000130,"0315210",E05014680,E04012887,E65000001,LE127AP,LE12 7AP,LE12 7AP,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858392",E630,E35001229,E56000031,E58000874,E92000001,"198001",,E54000015,"20848",E07000130,52.7347068786621,E37000021,,-1.15085399150848,E01025735,E01025735,E02005356,E02005356,E40000011,E00130554,E00130554,5A1,E10000018,"457433","1",E18000004,E07000130,"0315566",E05014680,E04012887,E65000001,LE127AQ,LE12 7AQ,LE12 7AQ,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
"858393",E630,E35001229,E56000031,E58000874,E92000001,"198001",,E54000015,"20848",E07000130,52.7337837219238,E37000021,,-1.14733195304871,E01025735,E01025735,E02005356,E02005356,E40000011,E00130555,E00130555,5B2,E10000018,"457672","1",E18000004,E07000130,"0315466",E05014680,E04012887,E65000001,LE127AR,LE12 7AR,LE12 7AR,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
"858394",E630,E35001229,E56000031,E58000874,E92000001,"198001",,E54000015,"20848",E07000130,52.7360916137695,E37000021,,-1.15085697174072,E01025735,E01025735,E02005356,E02005356,E40000011,E00130554,E00130554,5A1,E10000018,"457431","1",E18000004,E07000130,"0315720",E05014680,E04012887,E65000001,LE127AS,LE12 7AS,LE12 7AS,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
"858395",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.731575012207,E37000021,,-1.14269602298737,E01025735,E01025735,E02005356,E02005356,E40000011,E00130556,E00130556,5B2,E10000018,"457988","1",E18000004,E07000130,"0315224",E05014680,E04012887,E65000001,LE127AT,LE12 7AT,LE12 7AT,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858396",E630,E35001229,E56000031,E58000874,E92000001,"198001",,E54000015,"20848",E07000130,52.7338943481445,E37000021,,-1.14687097072601,E01025735,E01025735,E02005356,E02005356,E40000011,E00130555,E00130555,5B2,E10000018,"457703","1",E18000004,E07000130,"0315479",E05014680,E04012887,E65000001,LE127AU,LE12 7AU,LE12 7AU,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
"858397",E630,E35001229,E56000031,E58000874,E92000001,"200609",,E54000015,"20848",E07000130,52.7334976196289,E37000021,,-1.14532399177551,E01025735,E01025735,E02005356,E02005356,E40000011,E00130555,E00130555,5B2,E10000018,"457808","1",E18000004,E07000130,"0315436",E05014680,E04012887,E65000001,LE127AW,LE12 7AW,LE12 7AW,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
"858398",E630,E35001229,E56000031,E58000874,E92000001,"198001",,E54000015,"20848",E07000130,52.7356452941895,E37000021,,-1.14899897575378,E01025735,E01025735,E02005356,E02005356,E40000011,E00130554,E00130554,5A1,E10000018,"457557","1",E18000004,E07000130,"0315672",E05014680,E04012887,E65000001,LE127AX,LE12 7AX,LE12 7AX,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
"858399",E630,E35001229,E56000031,E58000874,E92000001,"200504",,E54000015,"20848",E07000130,52.7336196899414,E37000021,,-1.14581000804901,E01025735,E01025735,E02005356,E02005356,E40000011,E00130555,E00130555,5B2,E10000018,"457775","1",E18000004,E07000130,"0315449",E05014680,E04012887,E65000001,LE127AY,LE12 7AY,LE12 7AY,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
"858400",E630,E35001229,E56000031,E58000874,E92000001,"200211",,E54000015,"20848",E07000130,52.7329940795898,E37000021,,-1.14496397972107,E01025735,E01025735,E02005356,E02005356,E40000011,E00130555,E00130555,5B2,E10000018,"457833","1",E18000004,E07000130,"0315380",E05014680,E04012887,E65000001,LE127AZ,LE12 7AZ,LE12 7AZ,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
"858401",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.7301254272461,E37000021,,-1.14011800289154,E01025735,E01025735,E02005356,E02005356,E40000011,E00130556,E00130556,5B2,E10000018,"458164","1",E18000004,E07000130,"0315065",E05014680,E04012887,E65000001,LE127BA,LE12 7BA,LE12 7BA,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858402",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.7317276000977,E37000021,,-1.14016103744507,E01025735,E01025735,E02005356,E02005356,E40000011,E00130556,E00130556,5B2,E10000018,"458159","1",E18000004,E07000130,"0315243",E05014680,E04012887,E65000001,LE127BB,LE12 7BB,LE12 7BB,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858403",E630,E35001229,E56000031,E58000875,E92000001,"198001",,E54000015,"20848",E07000130,52.7293281555176,E37000021,,-1.14048898220062,E01025735,E01025735,E02005356,E02005356,E40000011,E00130556,E00130556,5B2,E10000018,"458140","1",E18000004,E07000130,"0314976",E05014680,E04012887,E65000001,LE127BD,LE12 7BD,LE12 7BD,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858407",E630,E35001229,E56000031,E58000875,E92000001,"200303",,E54000015,"20848",E07000130,52.7295722961426,E37000021,,-1.13678205013275,E01025735,E01025735,E02005356,E02005356,E40000011,E00130557,E00130557,5B3,E10000018,"458390","1",E18000004,E07000130,"0315006",E05014680,E04012887,E65000001,LE127BH,LE12 7BH,LE12 7BH,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016319
"858412",E630,E35001229,E56000031,E58000875,E92000001,"198106",,E54000015,"20848",E07000130,52.7319831848145,E37000021,,-1.1435170173645,E01025735,E01025735,E02005356,E02005356,E40000011,E00130556,E00130556,5B2,E10000018,"457932","1",E18000004,E07000130,"0315269",E05014680,E04012887,E65000001,LE127BQ,LE12 7BQ,LE12 7BQ,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"1",E33016319
"858436",E630,E35001229,E56000031,E58000874,E92000001,"199109",,E54000015,"20848",E07000130,52.7345695495605,E37000021,,-1.14933097362518,E01025735,E01025735,E02005356,E02005356,E40000011,E00130554,E00130554,5A1,E10000018,"457536","1",E18000004,E07000130,"0315552",E05014680,E04012887,E65000001,LE127DW,LE12 7DW,LE12 7DW,E14001342,E23000021,E12000004,C1,UN1,E38000201,E30000230,"0",E33016321
